longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-118.38,34.16,42.0,2358.0,546.0,1065.0,523.0,3.1289,False,False,False,False
-118.09,34.11,36.0,2966.0,527.0,1231.0,482.0,4.6442,False,False,False,False
-118.06,34.14,40.0,2662.0,379.0,1151.0,387.0,8.4889,True,False,False,False
-121.57,39.16,33.0,2033.0,375.0,914.0,330.0,2.6964,True,False,False,False
-119.09,36.22,34.0,1715.0,290.0,780.0,297.0,3.4306,True,False,False,False
-122.2,37.78,50.0,1867.0,403.0,1128.0,378.0,2.5401,False,False,True,False
-119.62,37.33,7.0,3389.0,621.0,1268.0,474.0,3.0224,True,False,False,False
-117.32,34.12,39.0,2210.0,498.0,1752.0,477.0,1.4066,True,False,False,False
-117.29,32.92,25.0,2355.0,381.0,823.0,358.0,6.8322,False,False,False,True
-121.0,37.63,49.0,2051.0,500.0,1525.0,467.0,1.59,True,False,False,False
-122.06,37.38,20.0,4293.0,1272.0,2389.0,1210.0,4.2719,False,False,True,False
-117.18,32.79,30.0,5201.0,1104.0,2961.0,1064.0,3.2661,False,False,False,True
-117.3,33.26,23.0,1678.0,275.0,1227.0,264.0,4.1713,False,False,False,False
-117.09,32.75,28.0,1220.0,391.0,1286.0,396.0,1.2286,False,False,False,True
-122.16,37.7,36.0,2239.0,391.0,1203.0,379.0,5.0043,False,False,True,False
-118.21,34.22,39.0,3008.0,386.0,1240.0,370.0,9.2463,False,False,False,False
-122.41,37.61,43.0,1934.0,303.0,847.0,300.0,4.7381,False,False,False,True
-117.03,32.8,19.0,3866.0,775.0,1554.0,703.0,4.3281,False,False,False,False
-118.31,34.05,38.0,1864.0,515.0,1768.0,439.0,1.9336,False,False,False,False
-118.21,33.89,39.0,1565.0,364.0,1389.0,360.0,2.7443,False,False,False,False
-121.8,37.26,18.0,3631.0,947.0,2357.0,757.0,2.875,False,False,False,False
-120.42,34.94,32.0,2844.0,551.0,1337.0,516.0,2.7188,False,False,False,False
-121.39,39.12,28.0,10035.0,1856.0,6912.0,1818.0,2.0943,True,False,False,False
-116.89,32.67,9.0,2652.0,393.0,1355.0,362.0,6.2578,False,False,False,False
-122.24,37.46,36.0,4686.0,781.0,2254.0,845.0,6.1043,False,False,False,True
-117.7,35.6,16.0,2678.0,483.0,1473.0,487.0,3.858,True,False,False,False
-122.07,38.26,15.0,1173.0,146.0,450.0,154.0,6.0487,True,False,False,False
-122.17,37.78,49.0,893.0,177.0,468.0,181.0,3.875,False,False,True,False
-121.25,37.94,28.0,964.0,232.0,782.0,218.0,2.3269,True,False,False,False
-117.83,33.66,4.0,1011.0,198.0,511.0,198.0,7.9217,False,False,False,False
-122.43,37.73,52.0,1142.0,224.0,494.0,206.0,5.0602,False,False,True,False
-119.59,37.39,19.0,3273.0,611.0,1164.0,481.0,3.5446,True,False,False,False
-120.7,38.75,19.0,2325.0,430.0,967.0,376.0,2.9,True,False,False,False
-121.41,38.64,41.0,1578.0,317.0,897.0,333.0,2.3214,True,False,False,False
-116.86,33.73,13.0,2604.0,443.0,978.0,417.0,2.933,True,False,False,False
-120.27,37.12,17.0,3328.0,628.0,1580.0,619.0,2.9861,True,False,False,False
-121.84,37.99,15.0,2380.0,385.0,1292.0,388.0,4.6029,True,False,False,False
-120.47,34.7,24.0,2387.0,385.0,1051.0,382.0,4.4595,False,False,False,True
-117.01,32.76,34.0,3415.0,608.0,1464.0,593.0,4.0549,False,False,False,False
-121.44,38.69,24.0,3124.0,556.0,1512.0,555.0,3.1942,True,False,False,False
-117.82,33.73,27.0,1270.0,258.0,809.0,264.0,5.0162,False,False,False,False
-117.72,34.03,17.0,2902.0,476.0,1652.0,479.0,5.6029,True,False,False,False
-118.49,34.07,36.0,2929.0,366.0,1054.0,352.0,13.5728,False,False,False,False
-122.01,37.39,36.0,1976.0,361.0,1348.0,371.0,5.6447,False,False,False,False
-118.02,34.08,28.0,2769.0,631.0,2452.0,581.0,2.6071,True,False,False,False
-121.13,38.55,8.0,530.0,109.0,398.0,96.0,4.2031,True,False,False,False
-117.68,34.08,21.0,5662.0,1185.0,3067.0,1055.0,3.3482,True,False,False,False
-121.33,38.69,15.0,3137.0,509.0,1635.0,544.0,4.6923,True,False,False,False
-117.08,33.14,19.0,2629.0,494.0,1444.0,503.0,3.5462,False,False,False,False
-117.7,34.07,33.0,1552.0,288.0,1326.0,303.0,3.7969,True,False,False,False
-118.17,34.05,45.0,733.0,178.0,715.0,165.0,2.5962,False,False,False,False
-121.59,37.01,16.0,6637.0,1171.0,3575.0,1162.0,4.3227,True,False,False,False
-123.36,39.41,46.0,1748.0,362.0,808.0,330.0,2.9183,False,False,False,False
-118.4,33.9,38.0,2868.0,466.0,1098.0,438.0,7.9059,False,False,False,False
-122.31,40.45,25.0,2596.0,557.0,1536.0,549.0,2.0221,True,False,False,False
-122.04,37.29,19.0,3625.0,432.0,1252.0,409.0,12.2145,False,False,False,False
-121.95,37.24,37.0,3109.0,541.0,1566.0,544.0,6.0235,False,False,False,False
-118.79,34.14,7.0,3003.0,504.0,1143.0,466.0,5.8548,False,False,False,True
-122.28,37.86,49.0,2932.0,668.0,1361.0,608.0,1.9798,False,False,True,False
-122.65,38.25,23.0,4030.0,410.0,1852.0,778.0,3.402,False,False,False,False
-124.19,40.77,30.0,2975.0,634.0,1367.0,583.0,2.442,False,False,False,True
-118.54,34.25,26.0,2639.0,378.0,1191.0,401.0,6.2788,False,False,False,False
-118.27,34.46,10.0,2184.0,405.0,1119.0,370.0,4.7437,True,False,False,False
-122.46,37.76,28.0,1072.0,165.0,363.0,168.0,6.1636,False,False,True,False
-118.47,35.72,18.0,4754.0,1075.0,1366.0,690.0,2.0694,True,False,False,False
-116.43,34.1,17.0,6683.0,1296.0,2677.0,1227.0,2.4828,True,False,False,False
-119.28,36.52,19.0,1402.0,324.0,1327.0,316.0,2.25,True,False,False,False
-121.37,36.83,14.0,3658.0,612.0,1951.0,600.0,4.76,True,False,False,False
-117.94,33.82,29.0,1422.0,409.0,1057.0,390.0,2.3347,False,False,False,False
-122.71,38.4,17.0,1690.0,464.0,833.0,445.0,1.439,False,False,False,False
-122.65,38.24,24.0,1948.0,310.0,922.0,313.0,4.95,False,False,False,False
-118.44,34.06,28.0,3910.0,959.0,1763.0,867.0,5.5,False,False,False,False
-122.22,38.15,7.0,5129.0,543.0,2824.0,738.0,5.5138,False,False,True,False
-119.86,36.45,19.0,2439.0,462.0,1416.0,469.0,2.4474,True,False,False,False
-121.9,38.0,14.0,2677.0,368.0,1288.0,375.0,6.0497,True,False,False,False
-120.65,38.5,10.0,1783.0,337.0,638.0,262.0,2.65,True,False,False,False
-118.09,34.02,28.0,1984.0,313.0,1099.0,343.0,4.5526,False,False,False,False
-121.44,38.68,19.0,2476.0,534.0,1355.0,463.0,2.0625,True,False,False,False
-123.73,40.48,25.0,2015.0,524.0,746.0,251.0,1.7153,True,False,False,False
-121.86,38.04,52.0,242.0,59.0,188.0,54.0,1.3958,True,False,False,False
-118.18,33.85,30.0,2548.0,717.0,2086.0,700.0,0.7007,False,False,False,False
-122.0,38.23,1.0,2062.0,343.0,872.0,268.0,5.2636,True,False,False,False
-120.99,37.8,32.0,2564.0,513.0,1198.0,459.0,2.9083,True,False,False,False
-117.93,33.93,25.0,2431.0,534.0,1702.0,523.0,3.7933,False,False,False,False
-118.36,34.18,34.0,1471.0,423.0,995.0,386.0,2.9583,False,False,False,False
-121.49,38.51,18.0,700.0,169.0,260.0,128.0,2.9219,True,False,False,False
-118.48,34.2,12.0,3831.0,1083.0,2258.0,967.0,2.4375,False,False,False,False
-121.0,35.94,16.0,3077.0,628.0,1479.0,536.0,3.3724,False,False,False,False
-118.42,34.23,34.0,1550.0,279.0,1011.0,288.0,4.5375,False,False,False,False
-122.05,37.57,7.0,10648.0,1818.0,6075.0,1797.0,6.1047,False,False,True,False
-117.23,33.91,9.0,11654.0,2100.0,7596.0,2127.0,4.0473,True,False,False,False
-121.96,37.55,4.0,3746.0,993.0,1606.0,838.0,4.1387,False,False,False,False
-117.29,34.12,40.0,2198.0,612.0,1517.0,531.0,1.0951,True,False,False,False
-122.03,37.59,16.0,4371.0,889.0,2530.0,817.0,4.6786,False,False,True,False
-115.56,32.78,29.0,1568.0,283.0,848.0,245.0,3.1597,True,False,False,False
-117.08,32.73,19.0,2935.0,763.0,1953.0,720.0,1.4254,False,False,False,True
-117.22,33.93,14.0,5104.0,1026.0,3513.0,972.0,3.2148,True,False,False,False
-119.97,38.94,26.0,1485.0,334.0,406.0,180.0,1.9667,True,False,False,False
-119.77,36.8,32.0,3461.0,665.0,1507.0,649.0,2.9244,True,False,False,False
-121.98,37.35,36.0,1054.0,193.0,546.0,187.0,4.5625,False,False,False,False
-117.32,33.25,7.0,8206.0,1523.0,4399.0,1423.0,3.6301,False,False,False,False
-121.67,39.26,29.0,3041.0,683.0,2106.0,687.0,1.6315,True,False,False,False
-118.15,33.96,33.0,1201.0,340.0,1482.0,334.0,2.4821,False,False,False,False
-118.46,34.0,44.0,941.0,230.0,493.0,206.0,3.6458,False,False,False,False
-120.45,34.97,10.0,1897.0,354.0,1353.0,357.0,3.7679,False,False,False,False
-117.22,34.26,16.0,8020.0,1432.0,1749.0,540.0,4.9716,True,False,False,False
-119.7,34.41,52.0,1526.0,458.0,1633.0,449.0,2.2069,False,False,False,True
-118.88,34.02,19.0,15990.0,2611.0,5175.0,2173.0,7.7848,False,False,False,True
-122.16,38.05,52.0,1888.0,457.0,830.0,408.0,3.1373,False,False,True,False
-122.06,37.34,20.0,3435.0,593.0,1293.0,553.0,6.7578,False,False,False,False
-119.44,36.6,5.0,2353.0,608.0,2505.0,573.0,2.2863,True,False,False,False
-117.08,32.78,21.0,2919.0,496.0,984.0,443.0,4.625,False,False,False,True
-119.1,36.4,31.0,1533.0,361.0,1518.0,386.0,1.5608,True,False,False,False
-119.74,36.75,47.0,2236.0,418.0,1042.0,397.0,2.9545,True,False,False,False
-121.16,39.18,14.0,1006.0,187.0,462.0,185.0,3.1042,True,False,False,False
-118.07,34.07,19.0,1554.0,393.0,1427.0,370.0,3.125,False,False,False,False
-122.55,38.81,7.0,3639.0,637.0,1027.0,421.0,3.8831,True,False,False,False
-116.98,33.26,12.0,5898.0,1002.0,3129.0,945.0,4.7647,False,False,False,False
-117.1,32.69,29.0,4174.0,1195.0,3675.0,1124.0,1.8112,False,False,False,True
-119.02,36.07,39.0,1173.0,269.0,702.0,232.0,1.6146,True,False,False,False
-117.31,34.08,40.0,2011.0,495.0,1528.0,469.0,1.9375,True,False,False,False
-121.6,39.68,15.0,1677.0,345.0,844.0,330.0,2.3958,True,False,False,False
-118.32,33.98,46.0,1611.0,339.0,921.0,314.0,3.0833,False,False,False,False
-117.31,34.44,10.0,1731.0,299.0,1056.0,312.0,3.6007,True,False,False,False
-117.66,34.15,20.0,2524.0,311.0,965.0,285.0,8.0103,True,False,False,False
-117.65,33.57,5.0,1998.0,500.0,1185.0,446.0,4.3542,False,False,False,False
-117.1,32.68,47.0,771.0,224.0,637.0,212.0,2.0156,False,False,False,True
-117.11,32.74,25.0,684.0,190.0,665.0,187.0,2.4524,False,False,False,True
-122.36,40.56,20.0,3592.0,868.0,1865.0,781.0,2.0258,True,False,False,False
-117.87,33.6,35.0,1598.0,398.0,782.0,411.0,5.1155,False,False,False,False
-122.16,37.48,36.0,2238.0,479.0,1949.0,457.0,2.3769,False,False,True,False
-119.81,36.73,50.0,772.0,194.0,606.0,167.0,2.2206,True,False,False,False
-118.59,34.15,29.0,2023.0,330.0,747.0,304.0,6.7694,False,False,False,False
-118.37,34.16,10.0,2606.0,748.0,1373.0,680.0,3.6128,False,False,False,False
-122.12,37.45,38.0,1276.0,314.0,955.0,287.0,2.0096,False,False,True,False
-123.02,38.81,45.0,1717.0,389.0,916.0,367.0,3.2425,False,False,False,False
-121.88,37.4,9.0,6751.0,365.0,4240.0,1438.0,5.34,False,False,False,False
-118.63,34.19,32.0,3568.0,591.0,1741.0,563.0,5.1529,False,False,False,False
-121.3,38.11,5.0,5979.0,1190.0,2679.0,1084.0,4.196,True,False,False,False
-120.29,36.88,34.0,1391.0,297.0,943.0,281.0,2.4219,True,False,False,False
-117.16,32.74,27.0,2335.0,604.0,982.0,590.0,3.1921,False,False,False,True
-114.49,33.97,17.0,2809.0,635.0,83.0,45.0,1.6154,True,False,False,False
-117.09,32.68,30.0,2662.0,653.0,1997.0,605.0,2.8089,False,False,False,True
-117.51,33.89,16.0,5418.0,1005.0,2690.0,1088.0,4.0556,True,False,False,False
-118.32,33.98,49.0,1993.0,446.0,1052.0,394.0,2.2138,False,False,False,False
-122.4,40.51,20.0,1750.0,352.0,834.0,340.0,2.485,True,False,False,False
-116.22,36.0,14.0,1372.0,386.0,436.0,213.0,1.1471,True,False,False,False
-118.4,34.23,36.0,1643.0,349.0,1414.0,337.0,4.1181,False,False,False,False
-118.39,33.83,32.0,2075.0,539.0,954.0,519.0,5.637,False,False,False,True
-122.55,38.1,26.0,5188.0,892.0,2341.0,906.0,5.0029,False,False,True,False
-122.32,37.92,28.0,4649.0,977.0,2606.0,953.0,3.2674,False,False,True,False
-118.17,33.98,36.0,627.0,177.0,834.0,175.0,2.9844,False,False,False,False
-118.08,33.78,34.0,2287.0,347.0,1051.0,346.0,5.5767,False,False,False,False
-119.23,34.25,28.0,26.0,3.0,29.0,9.0,8.0,False,False,False,True
-121.34,38.44,14.0,3205.0,465.0,1439.0,456.0,5.7452,True,False,False,False
-121.3,38.02,16.0,2717.0,621.0,3343.0,643.0,2.5473,True,False,False,False
-119.22,34.27,11.0,4695.0,955.0,2065.0,982.0,3.2158,False,False,False,True
-117.72,33.99,14.0,5622.0,861.0,3108.0,821.0,5.7763,True,False,False,False
-117.15,32.72,52.0,344.0,177.0,460.0,147.0,1.2292,False,False,False,True
-120.38,39.82,10.0,1262.0,258.0,510.0,209.0,2.1667,True,False,False,False
-118.01,34.55,2.0,2701.0,530.0,1368.0,430.0,4.071,True,False,False,False
-118.43,34.22,36.0,1372.0,295.0,774.0,306.0,3.6618,False,False,False,False
-122.92,39.05,38.0,3131.0,624.0,1591.0,568.0,2.5457,True,False,False,False
-117.9,33.97,23.0,7353.0,1255.0,4014.0,1124.0,5.4155,False,False,False,False
-118.24,33.97,43.0,1357.0,349.0,1657.0,331.0,2.0819,False,False,False,False
-121.13,36.21,30.0,1484.0,414.0,1200.0,351.0,1.7548,False,False,False,False
-119.24,35.68,21.0,1885.0,398.0,1539.0,388.0,2.5208,True,False,False,False
-118.23,34.21,32.0,1464.0,406.0,693.0,380.0,2.5463,False,False,False,False
-117.94,34.08,32.0,2704.0,514.0,1669.0,497.0,4.4653,False,False,False,False
-117.9,33.71,15.0,539.0,71.0,287.0,66.0,6.3427,False,False,False,False
-118.28,34.08,42.0,997.0,374.0,982.0,372.0,2.9423,False,False,False,False
-121.18,37.64,43.0,1244.0,209.0,611.0,197.0,2.875,True,False,False,False
-121.32,38.02,23.0,3251.0,689.0,1890.0,668.0,3.0729,True,False,False,False
-118.85,34.14,24.0,1999.0,244.0,759.0,247.0,8.7657,False,False,False,False
-117.91,33.64,40.0,1958.0,333.0,876.0,364.0,3.6406,False,False,False,False
-118.1,33.97,20.0,1878.0,548.0,1461.0,516.0,2.9821,False,False,False,False
-122.49,37.77,52.0,2342.0,458.0,1170.0,458.0,3.7036,False,False,True,False
-118.29,33.73,43.0,1854.0,519.0,1151.0,486.0,2.5759,False,False,False,True
-118.91,35.24,29.0,2888.0,753.0,2949.0,699.0,1.7716,True,False,False,False
-121.75,39.4,29.0,1687.0,327.0,864.0,334.0,2.4943,True,False,False,False
-117.98,33.89,18.0,2939.0,437.0,1278.0,435.0,7.1425,False,False,False,False
-118.43,34.3,37.0,1394.0,313.0,1111.0,327.0,3.6023,False,False,False,False
-119.82,36.77,41.0,1441.0,274.0,646.0,296.0,3.0568,True,False,False,False
-117.83,34.01,16.0,9446.0,1650.0,4911.0,1534.0,5.0111,False,False,False,False
-117.18,32.75,52.0,1504.0,208.0,518.0,196.0,8.603,False,False,False,True
-117.8,33.7,5.0,1549.0,378.0,735.0,355.0,5.2923,False,False,False,False
-117.12,32.7,38.0,818.0,217.0,953.0,231.0,1.0531,False,False,False,True
-117.87,33.64,26.0,3521.0,455.0,1336.0,451.0,10.2849,False,False,False,False
-118.19,33.98,34.0,1022.0,286.0,1058.0,275.0,2.6042,False,False,False,False
-117.36,33.99,42.0,1178.0,261.0,804.0,283.0,2.9688,True,False,False,False
-121.98,38.36,24.0,2434.0,630.0,1538.0,574.0,2.1067,True,False,False,False
-117.28,34.15,32.0,2170.0,430.0,815.0,401.0,3.1765,True,False,False,False
-117.9,36.95,19.0,99.0,26.0,51.0,22.0,1.7292,True,False,False,False
-118.15,34.21,34.0,2765.0,515.0,1422.0,438.0,5.4727,True,False,False,False
-121.84,37.33,26.0,1934.0,408.0,2059.0,416.0,3.6765,False,False,False,False
-121.73,36.93,29.0,2931.0,535.0,1954.0,506.0,3.2917,False,False,False,False
-118.18,33.77,37.0,2653.0,754.0,1087.0,698.0,2.3523,False,False,False,True
-122.05,37.96,35.0,2190.0,384.0,1154.0,401.0,3.8456,False,False,True,False
-122.42,37.75,52.0,1564.0,396.0,1162.0,374.0,3.0,False,False,True,False
-117.91,33.64,37.0,1998.0,472.0,1030.0,436.0,3.9306,False,False,False,False
-122.26,37.77,52.0,1848.0,479.0,921.0,477.0,2.875,False,False,True,False
-120.95,37.65,14.0,5200.0,1119.0,3221.0,1102.0,2.6964,True,False,False,False
-124.1,40.95,17.0,1485.0,345.0,823.0,316.0,1.8993,False,False,False,True
-122.08,37.35,35.0,1347.0,207.0,548.0,189.0,7.7068,False,False,True,False
-117.09,32.66,38.0,833.0,206.0,570.0,182.0,1.8333,False,False,False,True
-119.78,36.79,33.0,2260.0,440.0,966.0,413.0,2.9301,True,False,False,False
-117.12,32.77,48.0,2012.0,422.0,893.0,394.0,2.7928,False,False,False,True
-121.62,39.14,41.0,2183.0,559.0,1202.0,506.0,1.6902,True,False,False,False
-118.19,33.85,30.0,3533.0,1061.0,2678.0,1033.0,2.2417,False,False,False,True
-122.11,37.31,7.0,189.0,26.0,84.0,29.0,13.8093,False,False,False,False
-122.19,37.75,19.0,2207.0,565.0,1481.0,520.0,1.3194,False,False,True,False
-122.48,37.75,52.0,2074.0,401.0,1136.0,409.0,4.7703,False,False,True,False
-118.14,33.94,31.0,2841.0,774.0,1612.0,708.0,2.9205,False,False,False,False
-119.29,36.32,27.0,1513.0,374.0,839.0,350.0,1.2012,True,False,False,False
-121.3,38.13,27.0,1004.0,192.0,470.0,192.0,2.8942,True,False,False,False
-118.47,33.99,50.0,1568.0,501.0,764.0,478.0,3.015,False,False,False,False
-118.15,34.16,18.0,1711.0,383.0,1474.0,415.0,1.2891,False,False,False,False
-117.12,32.76,26.0,1221.0,331.0,620.0,296.0,2.4821,False,False,False,True
-118.0,34.13,35.0,1005.0,224.0,742.0,221.0,3.5481,True,False,False,False
-121.04,37.65,8.0,1959.0,379.0,995.0,365.0,3.3567,True,False,False,False
-117.93,33.95,31.0,3600.0,468.0,1382.0,435.0,7.4597,False,False,False,False
-120.62,37.35,20.0,1457.0,372.0,1000.0,346.0,1.4615,True,False,False,False
-118.36,33.8,34.0,2629.0,369.0,966.0,375.0,10.1241,False,False,False,True
-118.88,34.22,22.0,3654.0,517.0,1565.0,518.0,6.2748,False,False,False,False
-117.81,33.67,8.0,2440.0,502.0,1113.0,483.0,4.6019,False,False,False,False
-122.24,37.8,52.0,1586.0,398.0,1006.0,335.0,2.1348,False,False,True,False
-122.41,37.74,52.0,2058.0,399.0,1208.0,399.0,3.6429,False,False,True,False
-117.54,34.12,4.0,17577.0,2819.0,7766.0,2473.0,5.1333,True,False,False,False
-118.31,34.03,47.0,1315.0,374.0,785.0,245.0,1.23,False,False,False,False
-118.3,33.95,41.0,2057.0,550.0,1805.0,506.0,1.2455,False,False,False,False
-118.3,33.99,44.0,1458.0,326.0,1159.0,283.0,1.1645,False,False,False,False
-121.54,39.51,33.0,3585.0,757.0,1887.0,765.0,2.502,True,False,False,False
-118.29,33.72,39.0,2651.0,590.0,1103.0,508.0,3.274,False,False,False,True
-117.97,34.05,34.0,2050.0,495.0,1832.0,465.0,2.8333,False,False,False,False
-122.12,37.81,26.0,4048.0,513.0,1486.0,498.0,7.6717,False,False,True,False
-122.22,40.18,13.0,3719.0,803.0,1754.0,764.0,2.3517,True,False,False,False
-115.57,32.83,31.0,1494.0,289.0,959.0,284.0,3.5282,True,False,False,False
-117.8,33.69,13.0,1161.0,289.0,630.0,296.0,3.3438,False,False,False,False
-121.96,37.25,19.0,1858.0,359.0,790.0,347.0,4.5156,False,False,False,False
-117.87,34.11,23.0,4066.0,819.0,2105.0,737.0,4.6556,False,False,False,False
-117.14,32.91,14.0,3014.0,710.0,2165.0,705.0,3.7837,False,False,False,False
-117.97,34.07,20.0,2063.0,496.0,1573.0,468.0,3.2,False,False,False,False
-119.34,36.62,26.0,1922.0,339.0,1148.0,332.0,2.6058,True,False,False,False
-116.93,32.83,19.0,3038.0,529.0,1463.0,509.0,3.944,False,False,False,False
-122.24,38.12,39.0,2967.0,500.0,1243.0,523.0,4.2902,False,False,True,False
-122.36,37.72,10.0,479.0,125.0,355.0,108.0,2.7083,False,False,True,False
-118.08,33.78,25.0,5321.0,967.0,1969.0,903.0,5.0102,False,False,False,False
-117.8,33.55,35.0,2067.0,428.0,724.0,377.0,5.8371,False,False,False,False
-119.45,36.35,22.0,1824.0,333.0,1076.0,282.0,2.3365,True,False,False,False
-118.11,34.06,16.0,2416.0,565.0,1750.0,514.0,2.8229,False,False,False,False
-118.22,33.92,23.0,926.0,409.0,1856.0,408.0,2.1366,False,False,False,False
-116.97,32.76,33.0,3071.0,466.0,1348.0,513.0,6.1768,False,False,False,False
-120.45,34.95,7.0,1479.0,532.0,1057.0,459.0,2.2538,False,False,False,False
-121.08,39.02,13.0,1839.0,275.0,752.0,270.0,4.2031,True,False,False,False
-119.74,34.38,32.0,1479.0,287.0,830.0,288.0,5.345,False,False,False,True
-121.83,38.0,8.0,2572.0,738.0,1384.0,684.0,1.7161,True,False,False,False
-118.85,34.18,11.0,5873.0,1455.0,3089.0,1365.0,3.5504,False,False,False,False
-118.19,33.94,45.0,1871.0,371.0,1315.0,382.0,3.3661,False,False,False,False
-122.11,37.11,46.0,1993.0,404.0,850.0,327.0,5.208,False,False,False,True
-118.07,34.09,33.0,2178.0,445.0,1153.0,400.0,3.6083,False,False,False,False
-121.98,37.35,41.0,1150.0,249.0,729.0,260.0,3.5491,False,False,False,False
-122.7,38.34,19.0,2987.0,676.0,1782.0,688.0,2.8261,False,False,False,False
-121.8,37.26,26.0,1394.0,238.0,990.0,315.0,4.8862,False,False,False,False
-118.99,35.37,36.0,832.0,198.0,814.0,174.0,1.4773,True,False,False,False
-117.89,33.72,23.0,2305.0,538.0,2493.0,502.0,3.6618,False,False,False,False
-121.61,38.38,37.0,1365.0,276.0,952.0,268.0,4.037,True,False,False,False
-122.24,38.25,33.0,213.0,36.0,91.0,33.0,4.9167,False,False,True,False
-118.19,33.97,30.0,1790.0,556.0,1827.0,520.0,1.7562,False,False,False,False
-121.5,38.57,41.0,1124.0,344.0,807.0,316.0,1.4712,True,False,False,False
-121.3,38.63,31.0,1817.0,372.0,992.0,339.0,3.0972,True,False,False,False
-118.48,34.04,47.0,1956.0,277.0,724.0,277.0,8.9616,False,False,False,False
-117.89,33.71,24.0,4365.0,804.0,2663.0,753.0,4.5814,False,False,False,False
-117.98,33.7,17.0,1989.0,411.0,1401.0,453.0,4.1603,False,False,False,False
-122.57,38.11,32.0,3521.0,748.0,1706.0,723.0,3.4705,False,False,True,False
-118.35,33.98,42.0,3081.0,680.0,1785.0,609.0,3.745,False,False,False,False
-118.1,33.85,36.0,1473.0,253.0,713.0,257.0,5.9493,False,False,False,False
-118.26,33.97,44.0,1246.0,308.0,1031.0,295.0,1.9556,False,False,False,False
-122.3,37.9,41.0,2053.0,435.0,873.0,415.0,3.4091,False,False,True,False
-121.89,37.33,42.0,1279.0,358.0,1254.0,340.0,2.2583,False,False,False,False
-121.38,36.84,6.0,3769.0,669.0,2061.0,648.0,4.1875,True,False,False,False
-117.88,33.6,31.0,5488.0,1055.0,1938.0,964.0,8.8742,False,False,False,False
-117.27,33.03,19.0,2899.0,499.0,1356.0,512.0,4.87,False,False,False,True
-118.21,33.8,45.0,1160.0,274.0,1095.0,269.0,2.7308,False,False,False,True
-118.25,34.05,52.0,2806.0,1944.0,2232.0,1605.0,0.6775,False,False,False,False
-122.86,39.08,24.0,3127.0,674.0,1015.0,448.0,2.0417,True,False,False,False
-118.17,34.05,39.0,962.0,229.0,999.0,221.0,3.375,False,False,False,False
-118.38,33.82,34.0,1822.0,364.0,750.0,366.0,5.9907,False,False,False,True
-121.57,39.16,18.0,1632.0,367.0,769.0,330.0,3.1029,True,False,False,False
-118.41,34.02,34.0,1430.0,357.0,805.0,362.0,3.3462,False,False,False,False
-122.27,37.89,52.0,3046.0,373.0,975.0,365.0,8.8342,False,False,True,False
-117.29,34.15,42.0,1811.0,345.0,856.0,352.0,2.9667,True,False,False,False
-121.5,38.34,36.0,1212.0,255.0,569.0,256.0,2.0048,True,False,False,False
-118.33,33.69,41.0,2168.0,357.0,1171.0,374.0,4.7216,False,False,False,True
-122.11,37.7,23.0,1689.0,461.0,828.0,443.0,2.1552,False,False,True,False
-120.71,35.5,12.0,3098.0,453.0,1433.0,434.0,5.2508,False,False,False,False
-122.09,37.65,35.0,1130.0,192.0,543.0,184.0,4.3897,False,False,True,False
-118.3,34.0,40.0,1131.0,281.0,859.0,230.0,1.1806,False,False,False,False
-119.14,34.29,17.0,2754.0,577.0,1349.0,533.0,3.1618,False,False,False,False
-118.94,35.37,23.0,1106.0,252.0,790.0,230.0,1.8523,True,False,False,False
-118.16,33.77,30.0,2800.0,757.0,1292.0,742.0,2.7614,False,False,False,True
-116.97,32.8,15.0,3927.0,1018.0,2204.0,977.0,2.4367,False,False,False,False
-117.09,32.77,38.0,2065.0,374.0,812.0,343.0,3.125,False,False,False,True
-117.14,33.15,16.0,1129.0,198.0,758.0,178.0,5.0346,False,False,False,False
-119.17,34.21,33.0,1039.0,256.0,1432.0,272.0,3.1103,False,False,False,True
-122.07,37.06,31.0,1634.0,370.0,939.0,332.0,3.8625,False,False,False,True
-117.95,33.67,25.0,1799.0,233.0,810.0,265.0,8.289,False,False,False,False
-122.44,37.78,37.0,1235.0,314.0,481.0,297.0,3.6875,False,False,True,False
-121.9,37.3,39.0,3627.0,666.0,1531.0,635.0,4.537,False,False,False,False
-118.07,34.0,37.0,2976.0,636.0,2117.0,598.0,4.1058,False,False,False,False
-118.53,34.27,32.0,1931.0,298.0,948.0,314.0,5.3847,False,False,False,False
-118.39,33.97,46.0,2198.0,352.0,839.0,335.0,6.5778,False,False,False,False
-117.71,33.58,2.0,2530.0,562.0,1066.0,510.0,4.6336,False,False,False,False
-122.17,37.76,40.0,1685.0,343.0,949.0,342.0,1.8426,False,False,True,False
-118.22,33.9,35.0,1649.0,424.0,1786.0,388.0,1.4091,False,False,False,False
-122.43,37.79,52.0,3565.0,892.0,1377.0,852.0,3.8068,False,False,True,False
-122.21,38.02,15.0,2150.0,327.0,1094.0,324.0,6.0224,False,False,True,False
-120.64,37.2,16.0,2236.0,438.0,1361.0,393.0,2.0066,True,False,False,False
-120.44,34.96,29.0,2374.0,562.0,1617.0,463.0,2.6531,False,False,False,False
-121.29,37.87,29.0,488.0,108.0,308.0,115.0,2.6563,True,False,False,False
